"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.354012174609531,1,-0.126878328520061,-1,0.354012174609531,0.331601703170955
"OCT4",-0.354012174609531,1,-0.354012174609531,0.0192132878031948,0.354012174609531,-1,-0.466483112483331
"OVOL2",1,-0.354012174609531,1,-0.126878328520061,-1,0.354012174609531,0.331601703170955
"SNAIL",-0.126878328520061,0.0192132878031948,-0.126878328520061,1,0.126878328520061,-0.0192132878031948,-0.552728390003111
"ZEB",-1,0.354012174609531,-1,0.126878328520061,1,-0.354012174609531,-0.331601703170955
"miR145",0.354012174609531,-1,0.354012174609531,-0.0192132878031948,-0.354012174609531,1,0.466483112483331
"miR200",0.331601703170955,-0.466483112483331,0.331601703170955,-0.552728390003111,-0.331601703170955,0.466483112483331,1
