"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0716047572119761,-0.0716047572119761,0.071604757211976,1,-0.0716047572119761,-1,0.071604757211976,1
"GRHL2",1,1,-0.0716047572119761,-0.0716047572119761,0.071604757211976,1,-0.0716047572119761,-1,0.071604757211976,1
"Iext",-0.0716047572119761,-0.0716047572119761,1,1,-1,-0.0716047572119761,1,0.071604757211976,-1,-0.0716047572119761
"KEAP1",-0.0716047572119761,-0.0716047572119761,1,1,-1,-0.0716047572119761,1,0.071604757211976,-1,-0.0716047572119761
"NRF2",0.071604757211976,0.071604757211976,-1,-1,1,0.071604757211976,-1,-0.0716047572119761,1,0.071604757211976
"OVOL2",1,1,-0.0716047572119761,-0.0716047572119761,0.071604757211976,1,-0.0716047572119761,-1,0.071604757211976,1
"SNAIL",-0.0716047572119761,-0.0716047572119761,1,1,-1,-0.0716047572119761,1,0.071604757211976,-1,-0.0716047572119761
"ZEB",-1,-1,0.071604757211976,0.071604757211976,-0.0716047572119761,-1,0.071604757211976,1,-0.0716047572119761,-1
"miR200",0.071604757211976,0.071604757211976,-1,-1,1,0.071604757211976,-1,-0.0716047572119761,1,0.071604757211976
"miR34",1,1,-0.0716047572119761,-0.0716047572119761,0.071604757211976,1,-0.0716047572119761,-1,0.071604757211976,1
