,Cycles,Nature,Edge_count
0,ZEB,N,1
1,OVOL2,N,1
2,SNAIL,N,1
3,"OVOL2,miR200,KEAP1,NRF2,SNAIL,ZEB",N,6
4,"OVOL2,miR200,ZEB",P,3
5,"OVOL2,ZEB",P,2
6,"miR34,SNAIL",P,2
7,"miR34,SNAIL,ZEB",P,3
8,"miR34,SNAIL,miR200,ZEB",N,4
9,"miR145,OCT4,miR200,KEAP1,NRF2,SNAIL,ZEB",N,7
10,"miR145,OCT4,miR200,ZEB",P,4
11,"miR145,OCT4",P,2
12,"miR145,ZEB",P,2
13,"miR200,KEAP1,NRF2,SNAIL,ZEB",N,5
14,"miR200,KEAP1,NRF2,SNAIL",P,4
15,"miR200,ZEB,Ecad,NRF2,SNAIL",N,5
16,"miR200,ZEB",P,2
17,"SNAIL,ZEB,Ecad,NRF2",P,4
18,"Ecad,ZEB",P,2
19,"ZEB,GRHL2",N,2
